;id;ts;x;y;sqre;temp;co;dopen;ts.u;x.u;y.u;temp.u;co.u;dopen.c
Home;1;1519782030;0;0;100;62;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782060;0;0;100;64;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782090;0;0;100;66;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782120;0;0;100;68;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782150;0;0;100;70;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782180;0;0;100;72;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782210;0;0;100;74;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782240;0;0;100;76;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782270;0;0;100;78;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782300;0;0;100;80;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782330;0;0;100;82;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782360;0;0;100;84;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782390;0;0;100;86;6000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782420;0;0;100;88;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782450;0;0;100;90;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782480;0;0;100;92;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782510;0;0;100;94;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782540;0;0;100;96;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782570;0;0;100;98;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782600;0;0;100;100;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782630;0;0;100;102;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782660;0;0;100;104;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782690;0;0;100;106;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782720;0;0;100;108;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782750;0;0;100;110;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782780;0;0;100;112;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782810;0;0;100;114;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782840;0;0;100;116;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782870;0;0;100;118;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782900;0;0;100;120;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782930;0;0;100;122;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782960;0;0;100;124;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519782990;0;0;100;126;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519783020;0;0;100;128;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519783050;0;0;100;130;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519783080;0;0;100;32;4000;false;1;0,1;0,1;0,1;10;0,99
Home;1;1519783110;0;0;100;30;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773240;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773270;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773300;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773330;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773360;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773390;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773420;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773450;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773480;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773510;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773540;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773570;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773600;0;200;120;22;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773630;0;200;120;24;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773660;0;200;120;26;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773690;0;200;120;28;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773720;0;200;120;30;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773750;0;200;120;32;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773780;0;200;120;34;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773810;0;200;120;36;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773840;0;200;120;38;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773870;0;200;120;40;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773900;0;200;120;40;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773930;0;200;120;40;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773960;0;200;120;40;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519773990;0;200;120;38;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774020;0;200;120;36;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774050;0;200;120;34;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774080;0;200;120;32;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774110;0;200;120;30;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774140;0;200;120;28;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774170;0;200;120;26;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774200;0;200;120;24;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774230;0;200;120;22;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774260;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774290;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774320;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774350;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774380;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774410;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774440;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774470;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774500;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774530;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774560;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774590;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774620;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774650;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774680;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774710;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774740;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774770;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774800;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774830;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774860;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774890;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774920;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774950;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519774980;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775010;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775040;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775070;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775100;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775130;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775160;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775190;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775220;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775250;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775280;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775310;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775340;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775370;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775400;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775430;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775460;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775490;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775520;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775550;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775580;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775610;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775640;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519775670;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519775700;0;200;120;20;6000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519775730;0;200;120;20;6000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519775760;0;200;120;20;6000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519775790;0;200;120;20;6000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519775820;0;200;120;20;6000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519775850;0;200;120;20;6000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519775880;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519775910;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775940;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519775970;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776000;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776030;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776060;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776090;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776120;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776150;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776180;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776210;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776240;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776270;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776300;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776330;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776360;0;200;120;22;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776390;0;200;120;24;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776420;0;200;120;26;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776450;0;200;120;28;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776480;0;200;120;30;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776510;0;200;120;32;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776540;0;200;120;34;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776570;0;200;120;36;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776600;0;200;120;38;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776630;0;200;120;40;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776660;0;200;120;42;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776690;0;200;120;44;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776720;0;200;120;46;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776750;0;200;120;48;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776780;0;200;120;50;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776810;0;200;120;52;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776840;0;200;120;54;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776870;0;200;120;56;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776900;0;200;120;58;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776930;0;200;120;60;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776960;0;200;120;62;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519776990;0;200;120;64;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777020;0;200;120;66;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777050;0;200;120;68;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777080;0;200;120;70;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777110;0;200;120;72;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777140;0;200;120;74;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777170;0;200;120;76;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777200;0;200;120;78;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777230;0;200;120;80;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777260;0;200;120;82;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777290;0;200;120;84;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777320;0;200;120;86;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777350;0;200;120;88;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777380;0;200;120;90;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777410;0;200;120;92;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777440;0;200;120;94;6000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777470;0;200;120;96;6000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777500;0;200;120;98;6000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519777530;0;200;120;100;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777560;0;200;120;102;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777590;0;200;120;104;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777620;0;200;120;106;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777650;0;200;120;108;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777680;0;200;120;110;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777710;0;200;120;112;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777740;0;200;120;114;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777770;0;200;120;116;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777800;0;200;120;118;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777830;0;200;120;120;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777860;0;200;120;122;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777890;0;200;120;124;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777920;0;200;120;126;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777950;0;200;120;128;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519777980;0;200;120;130;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778010;0;200;120;32;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778040;0;200;120;30;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778070;0;200;120;28;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778100;0;200;120;26;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778130;0;200;120;24;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778160;0;200;120;22;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778190;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778220;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778250;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778280;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778310;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778340;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778370;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778400;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778430;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778460;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778490;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778520;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778550;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778580;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778610;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778640;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778670;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778700;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778730;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778760;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778790;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778820;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778850;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778880;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778910;0;200;120;22;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778940;0;200;120;24;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519778970;0;200;120;26;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779000;0;200;120;28;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779030;0;200;120;30;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779060;0;200;120;32;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779090;0;200;120;34;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779120;0;200;120;36;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779150;0;200;120;38;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779180;0;200;120;40;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779210;0;200;120;40;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779240;0;200;120;40;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779270;0;200;120;40;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779300;0;200;120;38;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779330;0;200;120;36;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779360;0;200;120;34;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779390;0;200;120;32;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779420;0;200;120;30;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779450;0;200;120;28;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779480;0;200;120;26;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779510;0;200;120;24;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779540;0;200;120;22;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779570;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779600;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779630;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779660;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779690;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779720;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779750;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519779780;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779810;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779840;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779870;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779900;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779930;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779960;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519779990;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780020;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780050;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780080;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780110;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780140;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780170;0;200;120;20;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780200;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780230;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780260;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780290;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780320;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780350;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780380;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780410;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780440;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780470;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780500;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780530;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780560;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780590;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780620;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780650;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519780680;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780710;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780740;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780770;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780800;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780830;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780860;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780890;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780920;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780950;0;200;120;20;4000;true;1;0,1;0,1;0,1;10;0,99
Home;2;1519780980;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781010;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781040;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781070;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781100;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781130;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781160;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781190;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781220;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781250;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781280;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781310;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781340;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781370;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781400;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781430;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781460;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781490;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781520;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781550;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781580;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781610;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781640;0;200;120;20;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781670;0;200;120;22;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781700;0;200;120;24;4000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781730;0;200;120;26;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781760;0;200;120;28;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781790;0;200;120;30;6000;false;1;0,1;0,1;0,1;10;0,99
Home;2;1519781820;0;200;120;32;6000;false;1;0,1;0,1;0,1;10;0,99
